x,f(x),lagrange,spline,err_lagrange,err_spline
1.1241,-0.0458440021947543,-0.0458440025415349,-0.045843926437311,3.46780611171216e-10,7.57574432561081e-08
1.129,-0.039823590760079,-0.0398235909193208,-0.0398235635137506,1.59241751729322e-10,2.72463284503588e-08
1.1339,-0.0338470270364079,-0.033847027037719,-0.0338470269784668,1.31113175871889e-12,5.79410547318915e-11
1.1388,-0.0279138239027955,-0.0279138237795096,-0.0279138091185443,1.23285947423168e-10,1.47842511982743e-08
1.1437,-0.0220235017842966,-0.0220235015828713,-0.0220234483551088,2.01425320867088e-10,5.34291877546389e-08
1.1486,-0.0161755884983484,-0.016175588269047,-0.0161754949646086,2.29301449355956e-10,9.35337398783043e-08
1.1535,-0.0103696191050388,-0.0103696188781085,-0.0103694992234996,2.26930290531113e-10,1.19881539122763e-07
1.1584,-0.00460513576114696,-0.00460513556562949,-0.00460501140823917,1.9551747113683e-10,1.24352907792183e-07
1.1633,0.00111831242216087,0.00111831257364301,0.00111841820471671,1.51482135645961e-10,1.05782555838083e-07
1.1682,0.00680116951808418,0.00680116962016604,0.00680123933891087,1.02081858591174e-10,6.9820826682776e-08
1.1731,0.0124438729195002,0.0124438729708114,0.0124439017178872,5.13111827332713e-11,2.87983869771968e-08
1.178,0.018046853470928,0.0180468534781242,0.0180468550651886,7.19613604815983e-12,1.59426051526967e-09
1.1829,0.0236105355972528,0.0236105355698291,0.0236105438847585,2.74236605646294e-11,8.28750570253112e-09
1.1878,0.0291353374292951,0.0291353373797769,0.0291353760860817,4.95181638748843e-11,3.86567866328402e-08
1.1927,0.034621670926325,0.0346216708666746,0.0346217439214567,5.96503194061349e-11,7.29951317515742e-08
1.1976,0.0400699419956035,0.0400699419346556,0.0400700395839498,6.09479341995289e-11,9.75883462928095e-08
1.2025,0.045480550609039,0.0454805505534681,0.0454806552666267,5.5570853474407e-11,1.04657587714219e-07
1.2074,0.0508538909170435,0.0508538908728078,0.0508539831625539,4.42356984375891e-11,9.22455104315767e-08
1.2123,0.0561903513596634,0.0561903513289353,0.0561904154647971,3.07281006195481e-11,6.41051337083032e-08
1.2172,0.0614903147750688,0.0614903147584575,0.0614903443664229,1.66113164890014e-11,2.95913540962478e-08
1.2221,0.0667541585054694,0.0667541585015552,0.0667541620604969,3.91421617340626e-12,3.55502753623949e-09
1.227,0.0719822545005363,0.0719822545066283,0.0719822586116651,6.09198802514754e-12,4.11112877074515e-09
1.2319,0.0771749694183922,0.0771749694312801,0.0771749970087099,1.28879268368465e-11,2.75903176694126e-08
1.2368,0.0823326647242463,0.0823326647409777,0.0823327215964672,1.67313940480085e-11,5.687222097428e-08
1.2417,0.0874556967867317,0.087455696804364,0.0874557763516805,1.76322983991284e-11,7.9564948810007e-08
1.2466,0.0925444169720133,0.0925444169883865,0.0925445052510923,1.63731389557498e-11,8.82790789358268e-08
1.2515,0.097599171735728,0.0975991717490218,0.0975992522714458,1.32937966190738e-11,8.05357178168542e-08
1.2564,0.102620302712814,0.102620302722302,0.102620361389484,9.4883406687174e-12,5.86766702725949e-08
1.2613,0.107608146805289,0.107608146810732,0.107608176581951,5.44324307849564e-12,2.97766614004713e-08
1.2662,0.112563036268033,0.112563036269757,0.112563041825588,1.72385716812329e-12,5.55755487463561e-09
1.2711,0.117485298792628,0.117485298791294,0.117485300402023,1.33408561975301e-12,1.60939418736294e-09
1.276,0.122375257589313,0.122375257585769,0.122375276909528,3.54428986160116e-12,1.93202150389205e-08
1.2809,0.127233231467092,0.127233231462262,0.127233275630081,4.83038609111475e-12,4.41629889325057e-08
1.2858,0.132059534912065,0.132059534906821,0.132059599823235,5.24386090106077e-12,6.49111701889193e-08
1.2907,0.136854478164004,0.136854478159038,0.136854552748542,4.9654447220604e-12,7.45845381566745e-08
