x,y
0.1,-9.90033134750884
0.144954128440367,-6.75478268276903
0.189908256880734,-5.07802708465514
0.234862385321101,-4.02713095623428
0.279816513761468,-3.30093194355583
0.324770642201835,-2.76507160638178
0.369724770642202,-2.35057683032618
0.414678899082569,-2.01840821871022
0.459633027522936,-1.74481288660511
0.504587155963303,-1.51450758553714
0.54954128440367,-1.31720853733342
0.594495412844037,-1.14573658668995
0.639449541284404,-0.994922463750688
0.684403669724771,-0.860944247630496
0.729357798165138,-0.740910498997268
0.774311926605505,-0.632589147167812
0.819266055045872,-0.534226068749338
0.864220183486239,-0.444420624049361
0.909174311926605,-0.362038369605548
0.954128440366973,-0.286148627794198
0.999082568807339,-0.215979036328775
1.04403669724771,-0.150881921340012
1.08899082568807,-0.0903090474816302
1.13394495412844,-0.0337923976420618
1.17889908256881,0.0190706439626954
1.22385321100917,0.0686288495148818
1.26880733944954,0.115186262727146
1.31376146788991,0.159009461875761
1.35871559633028,0.200333402993179
1.40366972477064,0.239366163288963
1.44862385321101,0.276292824363191
1.49357798165138,0.311278676354295
1.53853211009174,0.344471881316268
1.58348623853211,0.376005702380955
1.62844036697248,0.406000381526573
1.67339449541284,0.434564730864418
1.71834862385321,0.461797488725364
1.76330275229358,0.487788481368264
1.80825688073395,0.512619623042509
1.85321100917431,0.536365780832362
1.89816513761468,0.559095525761395
1.94311926605505,0.580871787722935
1.98807339449541,0.601752428688634
2.03302752293578,0.621790746153272
2.07798165137615,0.641035916763721
2.12293577981651,0.65953338845035
2.16788990825688,0.677325228050296
2.21284403669725,0.694450430322629
2.25779816513761,0.710945193357701
2.30275229357798,0.726843164639404
2.34770642201835,0.742175661400359
2.39266055045872,0.75697186839282
2.43761467889908,0.771259015763866
2.48256880733945,0.785062539357388
2.52752293577982,0.798406225455555
2.57247706422018,0.811312341709261
2.61743119266055,0.823801755782654
2.66238532110092,0.835894043044894
2.70733944954128,0.847607584477546
2.75229357798165,0.858959655824155
2.79724770642202,0.869966508886103
2.84220183486239,0.880643445762784
2.88715596330275,0.891004886742047
2.93211009174312,0.90106443246674
2.97706422018349,0.910834920933189
3.02201834862385,0.920328479816305
3.06697247706422,0.929556574562358
3.11192660550459,0.938530052643332
3.15688073394495,0.947259184325281
3.20183486238532,0.9557537002665
3.24678899082569,0.964022826228984
3.29174311926606,0.97207531515797
3.33669724770642,0.979919476858965
3.38165137614679,0.987563205479072
3.42660550458716,0.995014004979296
3.47155963302752,1.00227901276661
3.51651376146789,1.00936502163857
3.56146788990826,1.01627850017889
3.60642201834862,1.02302561172965
3.65137614678899,1.02961223205424
3.69633027522936,1.03604396579487
3.74128440366973,1.0423261618192
3.78623853211009,1.04846392754212
3.83119266055046,1.05446214230152
3.87614678899083,1.06032546985967
3.92110091743119,1.06605837009599
3.96605504587156,1.0716651099513
4.01100917431193,1.07714977367862
4.05596330275229,1.08251627245096
4.10091743119266,1.08776835337261
4.14587155963303,1.0929096079363
4.19082568807339,1.09794347996557
4.23577981651376,1.10287327307832
4.28073394495413,1.10770215770465
4.3256880733945,1.11243317768979
4.37064220183486,1.11706925651007
4.41559633027523,1.12161320312825
4.4605504587156,1.12606771751218
4.50550458715596,1.13043539583896
4.55045871559633,1.13471873540543
4.5954128440367,1.13892013926388
4.64036697247706,1.14304192060073
4.68532110091743,1.14708630687463
4.7302752293578,1.15105544372907
4.77522935779816,1.15495139869383
4.82018348623853,1.15877616468818
4.8651376146789,1.16253166333822
4.91009174311927,1.16621974811958
4.95504587155963,1.16984220733622
5,1.17340076694502
